part_number,build_id,volume_mm3,x_position_mm,y_position_mm,z_position_mm,geometry,relative_density
3,B00439,3881223.0,,195.41,323.64,tensile_bar,97.89
0,B00440,2076808.0,-172.58,60.67,311.83,bracket,98.15
1,B00440,3120126.0,-105.34,243.52,159.1,tensile_bar,99.36
2,B00440,2790510.0,-65.97,-231.5,56.78,lattice,98.68
3,B00440,7672579.0,133.29,21.89,87.61,cube,98.19
0,B00441,3300756.0,124.45,217.36,235.24,lattice,97.37
1,B00441,7102667.0,-141.46,38.72,163.73,bracket,98.23
2,B00441,3457730.0,-21.14,-235.32,332.51,lattice,92.4
3,B00441,5361435.0,4.55,-130.56,,lattice,97.72
0,B00442,,,-86.34,81.11,tensile_bar,97.56
1,B00442,2113510.0,-134.55,153.69,333.28,cube,97.74
2,B00442,,-4.28,233.11,146.82,lattice,98.01
3,B00442,3189075.0,-101.58,-18.72,101.87,cube,98.54
0,B00443,3390182.0,55.16,48.27,152.14,lattice,98.61
1,B00443,6216187.0,93.93,-226.8,327.41,cube,98.2
2,B00443,4107963.0,-29.58,80.97,18.39,cube,97.58
3,B00443,3765026.0,169.31,128.67,,tensile_bar,98.52
0,B00444,4470094.0,-100.51,26.86,272.17,lattice,98.6
1,B00444,1555659.0,-45.14,-28.02,84.87,tensile_bar,98.69
2,B00444,5533457.0,-79.99,-49.49,170.86,lattice,97.28
3,B00444,8763252.0,-60.01,73.37,154.34,tensile_bar,98.66
0,B00445,8384813.0,-121.02,,309.26,tensile_bar,
1,B00445,639796.0,-141.48,207.13,251.25,tensile_bar,
2,B00445,6430214.0,-198.55,214.77,134.43,bracket,
3,B00445,6050583.0,-62.45,-210.52,328.22,tensile_bar,98.33
0,B00446,,-83.33,-139.11,175.43,lattice,96.64
1,B00446,4298524.0,42.21,246.59,93.64,tensile_bar,96.32
2,B00446,3902957.0,-163.32,16.46,25.05,tensile_bar,95.59
3,B00446,,,-89.36,105.94,cube,96.2
4,B00446,5107767.0,62.26,167.2,,lattice,95.65
0,B00447,1590296.0,-165.31,130.49,,bracket,98.07
1,B00447,3181630.0,-247.93,-146.59,,cube,98.54
2,B00447,5041383.0,-212.37,167.14,139.47,cube,98.56
3,B00447,7954023.0,106.2,-52.5,5.48,lattice,
0,B00448,2741177.0,-97.06,139.08,15.31,lattice,98.08
1,B00448,9631111.0,226.68,116.34,314.94,bracket,
2,B00448,2666961.0,109.11,-100.03,102.55,lattice,99.19
3,B00448,3319386.0,-81.91,-175.45,153.95,cube,98.73
0,B00449,8310385.0,-100.37,-2.71,87.83,lattice,95.4
1,B00449,,-242.81,-223.15,190.92,cube,96.36
2,B00449,1651846.0,-47.99,96.55,302.73,tensile_bar,96.04
3,B00449,8040134.0,-16.79,89.26,214.02,cube,96.21
0,B00450,1875687.0,-32.77,68.29,318.46,lattice,99.19
1,B00450,3416895.0,50.03,-112.31,,cube,99.12
2,B00450,2480247.0,137.98,-233.59,254.0,cube,98.97
3,B00450,,-36.42,91.48,82.7,cube,98.76
0,B00451,3687460.0,211.24,-56.2,236.75,cube,98.88
1,B00451,7070610.0,88.24,-225.01,266.8,cube,97.79
2,B00451,1501729.0,-141.79,240.27,153.26,bracket,97.93
3,B00451,6401322.0,29.41,-89.49,152.91,lattice,98.2
0,B00452,3461356.0,-38.73,181.72,,lattice,98.9
1,B00452,2381293.0,188.29,112.45,30.22,cube,98.79
2,B00452,3257622.0,56.27,40.54,196.72,bracket,
3,B00452,,157.19,207.9,343.96,tensile_bar,98.22
0,B00453,3293600.0,-150.15,-186.06,267.92,lattice,94.35
1,B00453,3553581.0,13.31,-40.09,150.11,bracket,95.31
2,B00453,,-155.24,207.46,190.04,cube,
3,B00453,,-46.65,-147.0,,bracket,
4,B00453,7542104.0,-192.52,-188.18,201.81,tensile_bar,94.16
0,B00454,2219179.0,113.35,86.76,12.78,lattice,98.65
1,B00454,3323887.0,71.84,-248.82,326.68,cube,98.78
2,B00454,5366822.0,246.72,72.96,146.17,bracket,97.68
3,B00454,3858128.0,-13.04,-52.99,189.59,tensile_bar,99.09
4,B00454,1457946.0,91.68,231.14,47.64,bracket,97.89
0,B00455,3562166.0,-242.08,224.3,57.72,bracket,97.68
1,B00455,4026502.0,-41.0,106.25,203.96,cube,97.6
2,B00455,6512060.0,233.4,,156.89,lattice,97.47
3,B00455,6246888.0,237.1,16.55,192.95,lattice,97.33
0,B00456,1926963.0,-236.83,-108.57,296.08,lattice,98.64
1,B00456,3724575.0,-80.22,-125.76,283.86,tensile_bar,98.27
2,B00456,3507289.0,-107.82,17.77,12.39,tensile_bar,98.44
3,B00456,3910249.0,-122.58,-111.48,330.95,tensile_bar,98.59
4,B00456,4571996.0,221.01,-34.65,194.77,cube,98.43
5,B00456,556327.0,-108.71,67.03,,lattice,99.4
6,B00456,1622868.0,139.39,-13.79,161.25,bracket,98.13
0,B00457,8184090.0,-31.14,-185.75,122.76,lattice,97.06
1,B00457,,-182.69,144.69,244.62,bracket,96.88
2,B00457,1849683.0,-217.36,63.08,12.53,cube,98.51
3,B00457,5722650.0,130.8,-152.51,,tensile_bar,
0,B00458,1931413.0,-238.0,,275.36,tensile_bar,97.37
1,B00458,4782444.0,21.25,177.2,,bracket,96.65
2,B00458,2717049.0,216.36,211.01,223.77,bracket,97.1
3,B00458,5396972.0,233.18,59.29,170.87,cube,96.68
0,B00459,1252038.0,-88.49,-138.19,239.93,tensile_bar,98.52
1,B00459,3259874.0,206.0,211.27,348.98,lattice,98.48
2,B00459,5931269.0,-145.62,-124.86,173.78,cube,98.58
3,B00459,6929573.0,-86.94,39.84,342.77,cube,98.42
0,B00460,1557281.0,-3.72,181.69,58.23,tensile_bar,98.39
1,B00460,720375.0,144.7,-98.92,238.98,lattice,
2,B00460,3326473.0,16.64,28.25,115.66,tensile_bar,98.32
3,B00460,984909.0,-221.23,-197.55,209.56,bracket,97.94
0,B00461,2201532.0,-186.23,,77.99,lattice,
1,B00461,5321289.0,-205.68,57.51,62.74,tensile_bar,98.27
2,B00461,7827800.0,226.2,-39.4,261.9,cube,97.45
3,B00461,,-149.29,,,tensile_bar,98.19
0,B00462,1175328.0,,79.37,11.74,tensile_bar,98.79
1,B00462,4694806.0,232.92,-245.96,306.74,lattice,98.39
2,B00462,2848227.0,,139.19,11.58,bracket,97.81
3,B00462,6943184.0,212.97,58.86,216.32,lattice,98.42
0,B00463,,80.66,-101.02,170.77,cube,99.38
1,B00463,1959960.0,-108.51,-239.93,235.84,cube,99.18
2,B00463,2646009.0,-89.98,-220.55,,bracket,99.09
3,B00463,2807347.0,99.42,177.57,74.49,bracket,98.67
0,B00464,4419665.0,-81.07,-220.23,59.0,cube,95.94
1,B00464,5463650.0,-209.26,9.53,,cube,94.85
2,B00464,3373616.0,-141.87,152.33,49.45,cube,95.5
3,B00464,8094246.0,-9.69,204.06,,cube,95.95
0,B00465,975733.0,,-198.8,192.77,tensile_bar,
1,B00465,1601972.0,101.11,238.93,101.47,tensile_bar,98.31
2,B00465,11058628.0,13.61,-162.72,165.65,tensile_bar,98.0
3,B00465,7252469.0,-55.63,-185.17,334.57,lattice,98.0
0,B00466,3451762.0,136.69,132.53,325.07,tensile_bar,98.86
1,B00466,3141530.0,-93.45,-239.49,282.35,lattice,98.02
2,B00466,1555489.0,146.63,133.19,10.34,lattice,98.2
3,B00466,2117936.0,110.99,6.37,349.95,tensile_bar,98.46
4,B00466,4332011.0,10.67,158.12,151.67,bracket,
0,B00467,8649459.0,-93.86,-231.43,183.13,lattice,98.48
1,B00467,2202159.0,20.94,82.18,73.92,tensile_bar,97.56
2,B00467,346002.0,-90.18,65.58,320.07,lattice,97.87
3,B00467,5472503.0,124.79,-24.17,26.76,bracket,97.73
0,B00468,9569358.0,139.9,-14.08,159.88,bracket,98.49
1,B00468,4142420.0,-68.03,239.97,111.95,lattice,98.18
2,B00468,1999129.0,-200.89,,236.94,tensile_bar,98.63
3,B00468,5002626.0,156.07,-31.07,298.15,cube,98.98
0,B00469,5187498.0,-150.87,77.78,199.79,cube,99.67
1,B00469,5185685.0,,-59.24,277.55,cube,99.25
2,B00469,905274.0,-4.02,-105.41,54.46,lattice,99.19
3,B00469,4841784.0,131.86,134.19,185.52,cube,98.66
0,B00470,2132851.0,31.43,20.32,140.62,tensile_bar,97.78
1,B00470,,98.64,167.58,311.67,tensile_bar,98.52
2,B00470,8313694.0,-16.61,67.54,7.19,bracket,98.06
3,B00470,4036561.0,-199.63,35.76,130.92,cube,
0,B00471,6531216.0,183.99,12.81,106.76,lattice,
1,B00471,3438337.0,-220.68,-92.81,,tensile_bar,97.78
2,B00471,4384403.0,46.79,-121.89,162.29,cube,98.18
3,B00471,1594747.0,-5.73,-190.78,186.14,bracket,98.2
4,B00471,,-80.57,186.73,,bracket,98.96
0,B00472,3798251.0,,-78.34,60.4,lattice,
1,B00472,5580168.0,-118.88,-160.37,311.87,bracket,98.7
2,B00472,1115118.0,63.02,-108.3,217.76,tensile_bar,98.55
3,B00472,4171209.0,,71.11,298.42,tensile_bar,
0,B00473,2448924.0,175.16,-43.99,33.07,bracket,92.33
1,B00473,6651510.0,166.96,-10.46,196.88,tensile_bar,96.25
2,B00473,10611951.0,-237.96,-8.54,34.05,cube,96.38
3,B00473,2120469.0,144.49,,128.87,tensile_bar,96.37
0,B00474,1086690.0,179.06,,209.19,lattice,95.31
1,B00474,1388302.0,-28.78,,25.07,cube,96.19
2,B00474,2191890.0,-152.56,-41.28,47.88,bracket,95.83
3,B00474,,17.42,-212.99,152.04,bracket,
4,B00474,10120409.0,125.11,214.05,190.31,tensile_bar,95.53
0,B00475,10248367.0,166.27,168.87,58.88,bracket,
1,B00475,503566.0,127.43,165.72,24.84,cube,96.89
2,B00475,6536944.0,-12.72,-203.28,108.74,cube,97.58
3,B00475,2281028.0,210.75,113.71,203.07,cube,97.11
0,B00476,4770601.0,-201.38,-26.66,26.39,bracket,98.1
1,B00476,6219971.0,159.86,-146.28,66.03,tensile_bar,97.59
2,B00476,3170991.0,,98.89,332.27,cube,97.17
3,B00476,1582012.0,-112.57,-134.36,186.27,tensile_bar,97.44
0,B00477,4156609.0,-91.08,-75.62,38.43,bracket,97.49
1,B00477,997519.0,-59.29,-66.72,183.16,lattice,97.85
2,B00477,499736.0,-16.5,21.14,245.05,bracket,97.35
3,B00477,2693387.0,-39.07,134.09,166.91,cube,97.81
0,B00478,3817536.0,,,112.82,cube,
1,B00478,2309679.0,-91.04,-160.82,,cube,97.89
2,B00478,9460989.0,138.28,138.59,346.35,bracket,98.25
3,B00478,1377359.0,22.18,151.43,266.12,cube,98.71
0,B00479,7704839.0,240.54,119.29,287.64,tensile_bar,97.65
1,B00479,4239365.0,245.25,73.78,32.73,lattice,97.65
2,B00479,6298138.0,203.86,101.76,89.97,tensile_bar,97.51
3,B00479,3539970.0,-243.5,89.57,271.6,bracket,97.76
0,B00480,7714870.0,-118.46,-243.61,108.03,lattice,98.35
1,B00480,2112006.0,76.4,-60.37,107.08,lattice,98.29
2,B00480,7133575.0,8.72,161.9,252.38,bracket,99.16
3,B00480,2999342.0,-205.31,26.75,151.33,lattice,98.49
0,B00481,6719833.0,179.32,5.05,110.49,lattice,97.16
1,B00481,7147711.0,-102.86,-238.56,221.72,tensile_bar,97.28
2,B00481,2889910.0,79.13,-39.63,8.91,lattice,97.14
3,B00481,4485485.0,62.92,171.99,145.8,lattice,96.98
0,B00482,2931311.0,227.0,126.54,142.27,lattice,95.87
1,B00482,7185935.0,240.69,218.66,341.42,bracket,95.79
2,B00482,1700548.0,239.43,-221.24,,cube,96.32
3,B00482,994246.0,-166.64,-227.04,115.42,lattice,96.18
0,B00483,5550553.0,195.62,117.67,190.58,cube,97.88
1,B00483,1103056.0,-35.08,-231.95,,bracket,97.97
2,B00483,4976226.0,68.36,197.71,233.15,cube,98.91
3,B00483,1994953.0,139.66,226.8,245.39,lattice,98.9
0,B00484,6638462.0,36.16,-65.37,,tensile_bar,98.87
1,B00484,3214294.0,158.14,-55.78,292.13,lattice,99.07
2,B00484,1739628.0,-217.35,114.09,184.89,cube,
3,B00484,3396794.0,107.73,62.15,16.45,cube,98.7
4,B00484,6480224.0,-23.4,,102.16,cube,98.97
0,B00485,3595646.0,,18.84,178.07,bracket,98.02
1,B00485,6911187.0,-74.44,204.94,83.56,cube,97.4
2,B00485,1904816.0,24.49,,302.55,cube,97.0
3,B00485,3615804.0,-234.89,238.9,199.66,cube,97.17
0,B00486,,-72.48,209.77,199.86,tensile_bar,99.04
1,B00486,5880236.0,-215.26,-68.04,,cube,97.89
2,B00486,491470.0,-148.04,6.03,232.69,bracket,99.5
3,B00486,2010067.0,-34.25,192.32,,bracket,98.13
4,B00486,1171249.0,-20.95,-125.4,108.95,cube,98.52
0,B00487,7739798.0,-176.46,-205.52,310.54,tensile_bar,
1,B00487,1994356.0,-235.36,-29.36,273.47,bracket,
2,B00487,3774923.0,84.83,106.19,210.75,bracket,98.05
3,B00487,2940469.0,-131.62,134.15,89.84,cube,98.43
0,B00488,3631162.0,164.04,,318.47,cube,96.17
1,B00488,6583954.0,215.67,-123.46,142.76,lattice,97.01
2,B00488,4726932.0,-29.56,103.37,167.09,bracket,
3,B00488,993234.0,158.99,-81.59,331.98,tensile_bar,96.44
0,B00489,2191067.0,-107.55,-76.15,341.95,lattice,
1,B00489,8428401.0,38.59,-234.09,84.98,bracket,98.62
2,B00489,2470771.0,-169.51,-22.94,130.41,cube,
3,B00489,7508533.0,,123.23,331.99,bracket,98.59
0,B00490,3186238.0,-88.29,-172.08,56.95,cube,98.64
1,B00490,4353007.0,-62.68,-214.26,91.61,lattice,99.42
2,B00490,7069321.0,-111.76,131.13,345.65,bracket,98.8
3,B00490,6641590.0,-181.54,-229.83,144.87,cube,99.23
0,B00491,1557273.0,38.39,,,cube,95.77
1,B00491,,47.32,-20.92,168.72,tensile_bar,95.82
2,B00491,1879246.0,-136.39,-151.89,177.56,bracket,95.39
3,B00491,4210613.0,119.55,181.89,326.11,lattice,96.11
4,B00491,8265103.0,-5.3,40.09,218.23,bracket,96.24
0,B00492,452192.0,96.29,15.16,188.01,cube,98.03
1,B00492,1923338.0,185.91,-0.8,306.57,cube,99.4
2,B00492,9044978.0,-96.96,-121.74,48.96,bracket,97.97
3,B00492,2035579.0,-15.48,217.94,48.92,tensile_bar,98.38
4,B00492,1728930.0,-83.65,-143.06,229.88,lattice,98.79
5,B00492,3612234.0,,12.49,50.74,cube,98.09
6,B00492,2533890.0,-115.59,,93.92,cube,98.57
0,B00493,3510771.0,-112.23,-111.18,125.63,bracket,98.0
1,B00493,1855430.0,60.69,,34.07,bracket,97.8
2,B00493,6342705.0,-14.54,109.68,310.77,bracket,98.5
3,B00493,9729134.0,-124.95,-185.76,226.84,lattice,98.36
0,B00494,5813951.0,,186.04,329.11,bracket,96.39
1,B00494,3560614.0,-240.56,47.83,232.91,tensile_bar,
2,B00494,2761445.0,-81.21,-218.34,68.91,tensile_bar,96.18
3,B00494,815109.0,120.68,166.67,125.26,bracket,95.83
0,B00495,864343.0,206.59,57.23,245.31,tensile_bar,96.55
1,B00495,5062224.0,-207.21,-105.19,157.3,tensile_bar,97.55
2,B00495,5283623.0,-143.58,-198.17,292.88,lattice,97.74
3,B00495,6903546.0,-222.62,86.24,309.6,bracket,
0,B00496,2165765.0,-61.11,38.91,285.41,tensile_bar,98.18
1,B00496,2578941.0,-181.59,-90.21,149.12,cube,98.94
2,B00496,5205325.0,-7.3,,261.77,cube,98.34
3,B00496,10462331.0,131.59,226.28,23.45,bracket,
0,B00497,4776933.0,-214.68,40.53,246.89,tensile_bar,95.9
1,B00497,4354112.0,-60.95,208.92,38.48,cube,
2,B00497,2904414.0,139.21,,232.7,lattice,94.95
3,B00497,4100863.0,-201.01,15.45,331.54,tensile_bar,95.13
0,B00498,3514387.0,88.81,-41.07,83.76,lattice,98.99
1,B00498,11982206.0,151.51,-229.53,264.87,tensile_bar,98.7
2,B00498,1214476.0,-222.73,-5.48,85.33,tensile_bar,
3,B00498,,-218.56,39.57,163.82,lattice,98.8
0,B00499,3879135.0,214.55,188.0,244.47,lattice,98.25
1,B00499,2665739.0,21.16,,267.41,tensile_bar,98.01
2,B00499,7537476.0,120.93,-157.13,207.94,cube,
3,B00499,2289476.0,49.05,,239.03,tensile_bar,97.71
4,B00499,2253234.0,-59.2,217.53,249.2,cube,98.49
0,B00500,5229018.0,111.48,-147.21,155.15,bracket,97.75
1,B00500,2682154.0,-92.88,206.98,330.67,tensile_bar,97.78
2,B00500,3222867.0,66.46,94.08,203.59,lattice,97.9
3,B00500,3320439.0,-187.74,-180.27,73.97,bracket,98.49
0,B00501,3542639.0,-139.2,169.17,139.93,lattice,97.44
1,B00501,2324662.0,174.66,-229.98,296.43,tensile_bar,97.02
2,B00501,4913246.0,-1.28,-198.16,312.04,cube,97.42
3,B00501,1894482.0,-120.34,85.46,269.62,bracket,97.51
4,B00501,6004501.0,148.56,52.19,231.17,cube,97.67
0,B00502,3935307.0,,-117.94,45.12,bracket,99.15
1,B00502,3567044.0,-161.85,-23.49,3.14,cube,98.81
2,B00502,8162229.0,-183.04,120.35,142.11,tensile_bar,99.35
3,B00502,,149.54,15.24,124.82,bracket,98.71
0,B00503,4574900.0,54.18,-160.76,253.63,tensile_bar,96.47
1,B00503,9842946.0,-243.96,-53.51,41.0,lattice,97.21
2,B00503,172494.0,-185.31,242.88,334.27,tensile_bar,92.44
3,B00503,4340573.0,141.87,-191.58,320.58,tensile_bar,97.2
4,B00503,2690782.0,-97.2,-111.33,210.96,tensile_bar,96.8
0,B00504,1279645.0,223.89,,155.01,bracket,98.64
1,B00504,293885.0,-30.63,-42.42,113.94,lattice,99.07
2,B00504,5829229.0,-104.9,145.6,,lattice,98.79
3,B00504,1096954.0,-163.8,-50.91,,tensile_bar,98.45
0,B00505,9230206.0,2.09,-35.32,250.17,cube,98.95
1,B00505,1910121.0,123.48,-6.24,214.15,lattice,98.52
2,B00505,4210412.0,-52.22,,34.0,lattice,98.36
3,B00505,1832128.0,190.28,41.76,325.97,lattice,99.1
0,B00506,1121552.0,60.95,-90.19,152.61,tensile_bar,
1,B00506,2006348.0,,-159.73,151.54,tensile_bar,95.71
2,B00506,1266554.0,-41.71,208.48,165.75,tensile_bar,95.58
3,B00506,5546364.0,-93.48,-98.54,39.26,bracket,96.1
4,B00506,5605503.0,191.94,10.63,331.67,bracket,94.74
5,B00506,1883473.0,148.48,,67.25,bracket,96.39
0,B00507,3883336.0,-245.21,237.43,156.04,lattice,98.68
1,B00507,2889554.0,-127.04,-39.92,,lattice,98.2
2,B00507,5213694.0,105.2,153.87,283.41,cube,99.4
3,B00507,6199195.0,-91.57,-44.95,337.6,lattice,
4,B00507,1945127.0,-38.43,53.48,,tensile_bar,98.36
0,B00508,5517373.0,-248.45,-247.43,324.3,lattice,98.28
1,B00508,8446920.0,-5.98,118.05,135.87,tensile_bar,98.1
2,B00508,,135.64,8.23,158.44,cube,98.59
3,B00508,4455772.0,,16.67,186.77,bracket,98.78
0,B00509,6730271.0,152.44,43.89,,cube,96.62
1,B00509,4304824.0,22.28,-45.05,,lattice,92.31
2,B00509,5826357.0,67.23,-161.22,317.27,bracket,
3,B00509,2677612.0,-165.62,86.57,347.29,tensile_bar,96.8
0,B00510,7993553.0,35.2,-84.36,272.92,cube,97.95
1,B00510,4175511.0,-186.48,124.75,8.93,cube,98.43
2,B00510,4276130.0,32.41,,106.97,bracket,98.34
3,B00510,4668026.0,54.69,-221.22,309.09,tensile_bar,97.17
4,B00510,580325.0,-127.16,10.17,,tensile_bar,97.72
0,B00511,7921386.0,,181.72,187.11,lattice,97.73
1,B00511,1440962.0,-246.42,-202.98,128.42,tensile_bar,96.62
2,B00511,3440165.0,-101.21,-93.56,,cube,92.06
3,B00511,3276034.0,204.78,151.62,38.18,bracket,97.03
0,B00512,1510652.0,-82.56,230.01,237.38,lattice,96.33
1,B00512,4227625.0,-49.09,195.65,328.54,bracket,96.53
2,B00512,2789365.0,58.58,158.04,241.0,bracket,96.87
3,B00512,236847.0,177.22,177.43,,bracket,96.58
4,B00512,4520570.0,-157.14,-16.23,252.47,tensile_bar,96.39
0,B00513,2017654.0,140.83,157.59,273.26,cube,
1,B00513,1272608.0,-7.34,-177.8,96.63,cube,97.99
2,B00513,7135099.0,191.91,23.57,220.0,lattice,96.52
3,B00513,4064102.0,-146.32,99.22,237.14,tensile_bar,97.11
4,B00513,7149647.0,-200.22,-213.83,137.3,tensile_bar,96.43
0,B00514,6423482.0,141.86,242.38,205.06,bracket,98.45
1,B00514,5824710.0,24.57,-185.25,12.76,tensile_bar,98.3
2,B00514,2636323.0,162.44,179.77,150.58,cube,97.85
3,B00514,4245195.0,190.15,-101.24,117.35,lattice,98.26
4,B00514,1578599.0,-56.04,-62.23,274.74,cube,
0,B00515,3678000.0,-161.98,180.81,229.74,bracket,96.44
1,B00515,10423442.0,-105.21,-170.15,200.36,tensile_bar,95.52
2,B00515,2344304.0,-172.72,163.25,72.25,tensile_bar,95.91
3,B00515,3475478.0,173.73,247.29,240.38,cube,95.78
0,B00516,2917855.0,-74.17,-56.73,106.92,lattice,97.77
1,B00516,12723246.0,-103.56,,,lattice,97.12
2,B00516,1232146.0,8.69,49.15,188.54,lattice,97.45
3,B00516,4140568.0,103.99,-133.13,266.08,tensile_bar,97.07
0,B00517,7048534.0,-76.01,-149.98,225.62,tensile_bar,98.78
1,B00517,9064791.0,-248.65,97.48,65.92,tensile_bar,99.15
2,B00517,1569297.0,-132.99,-184.63,290.26,cube,98.69
3,B00517,4017713.0,115.58,244.15,75.0,lattice,98.12
0,B00518,1263305.0,-63.03,135.15,93.67,bracket,96.0
1,B00518,2957408.0,-36.13,-62.86,273.3,lattice,96.17
2,B00518,7323077.0,-174.89,,111.97,cube,
3,B00518,6660393.0,-159.58,-135.02,,tensile_bar,95.25
0,B00519,7277501.0,204.06,-224.64,89.71,cube,99.22
1,B00519,3157580.0,-193.53,77.87,65.55,cube,98.12
2,B00519,3716231.0,52.01,215.76,,tensile_bar,
3,B00519,7007358.0,109.14,-128.45,44.28,cube,98.33
0,B00520,3598709.0,139.59,,264.11,bracket,98.41
1,B00520,3626100.0,-111.55,212.0,321.27,lattice,98.13
2,B00520,5397071.0,220.27,156.42,,cube,97.87
3,B00520,5833328.0,,-199.91,125.47,lattice,98.58
0,B00521,4137097.0,76.85,-208.82,267.17,bracket,97.42
1,B00521,1558253.0,-24.32,181.65,93.55,lattice,97.14
2,B00521,5405027.0,73.96,-239.98,175.96,lattice,
3,B00521,2467254.0,154.88,201.53,261.17,bracket,97.54
4,B00521,6371185.0,239.43,30.4,321.35,lattice,
0,B00522,4142385.0,58.64,213.54,175.88,lattice,
1,B00522,5675459.0,-100.54,120.96,194.43,bracket,96.81
2,B00522,4337654.0,173.66,248.43,32.62,cube,96.74
3,B00522,408838.0,-173.6,-222.73,108.49,cube,96.41
4,B00522,621257.0,163.87,-161.21,165.51,lattice,96.11
0,B00523,755120.0,56.5,31.73,166.07,tensile_bar,98.46
1,B00523,3477906.0,-88.12,-2.82,164.24,cube,98.9
2,B00523,5715954.0,36.27,-183.48,205.97,bracket,98.76
3,B00523,5079472.0,-155.72,-196.37,252.83,bracket,98.16
4,B00523,4719671.0,24.74,12.03,263.56,lattice,99.2
0,B00524,3605235.0,115.42,26.97,189.26,tensile_bar,96.03
1,B00524,1809972.0,81.71,193.28,301.09,lattice,95.92
2,B00524,2547384.0,85.3,-2.65,151.5,lattice,95.32
3,B00524,4200834.0,-21.12,-72.36,101.83,tensile_bar,95.59
0,B00525,2454671.0,194.98,-216.95,130.97,cube,98.26
1,B00525,8148321.0,-194.59,-237.16,50.99,lattice,98.64
2,B00525,,-21.74,-235.84,158.61,tensile_bar,98.41
3,B00525,4579071.0,180.49,-26.37,159.17,tensile_bar,98.47
0,B00526,4999620.0,119.69,214.29,30.95,bracket,98.25
1,B00526,,-114.66,88.45,133.06,lattice,98.26
2,B00526,2573186.0,-206.52,53.15,316.97,cube,97.51
3,B00526,,-59.13,,307.48,cube,97.17
0,B00527,2067735.0,154.27,-142.24,82.35,tensile_bar,
1,B00527,3791657.0,68.49,-28.24,241.55,cube,
2,B00527,6027420.0,160.5,-203.79,244.53,bracket,97.73
3,B00527,8313902.0,-7.72,-135.83,326.11,tensile_bar,97.84
0,B00528,5640732.0,,189.59,232.32,lattice,98.58
1,B00528,6458716.0,-183.35,,31.79,bracket,98.88
2,B00528,1231261.0,120.71,-140.44,97.71,lattice,98.08
3,B00528,6862396.0,,39.97,170.47,tensile_bar,
4,B00528,1409115.0,239.91,234.08,109.06,lattice,98.95
0,B00529,6435021.0,-98.9,-73.51,56.06,bracket,98.35
1,B00529,992766.0,157.9,57.03,275.62,lattice,97.84
2,B00529,2078962.0,100.17,57.17,96.01,cube,98.01
3,B00529,5370154.0,173.44,135.37,103.39,cube,98.16
0,B00530,3199356.0,40.77,-223.21,69.06,bracket,95.68
1,B00530,1330912.0,202.67,-88.7,318.23,lattice,95.12
2,B00530,1107105.0,-181.83,-148.95,13.26,tensile_bar,95.52
3,B00530,787731.0,-105.63,33.34,199.52,cube,
4,B00530,3700444.0,151.23,209.27,154.15,tensile_bar,95.41
0,B00531,2989078.0,-185.17,196.17,263.76,cube,98.68
1,B00531,552583.0,-220.38,-121.56,263.77,bracket,98.44
2,B00531,1987441.0,137.09,198.15,,lattice,97.75
3,B00531,5772496.0,-23.81,,342.66,cube,97.72
4,B00531,4708839.0,202.85,95.98,45.0,lattice,98.52
5,B00531,1840220.0,-82.78,37.36,223.28,tensile_bar,91.64
0,B00532,3636398.0,249.92,-198.43,101.15,tensile_bar,98.17
1,B00532,1622927.0,-3.36,-182.75,184.29,lattice,98.42
2,B00532,3195212.0,77.92,11.91,326.76,cube,99.56
3,B00532,2538281.0,129.69,203.65,,cube,98.04
0,B00533,3119336.0,-51.17,-73.13,196.04,lattice,96.2
1,B00533,7985770.0,44.06,-182.55,203.79,tensile_bar,96.07
2,B00533,6286736.0,102.53,170.45,5.5,tensile_bar,96.18
3,B00533,2745566.0,-135.27,230.59,107.01,lattice,
0,B00534,4405425.0,237.18,238.41,206.75,cube,99.23
1,B00534,7714808.0,161.06,-147.74,276.75,lattice,99.62
2,B00534,1289914.0,-175.05,-169.79,144.79,bracket,98.94
3,B00534,6723053.0,,-71.26,276.83,bracket,99.4
4,B00534,768988.0,125.37,-39.68,207.56,tensile_bar,
0,B00535,,230.16,34.25,27.56,cube,98.28
1,B00535,2307203.0,,-198.48,12.52,bracket,98.2
2,B00535,3850253.0,214.07,-176.9,257.55,bracket,
3,B00535,,-17.98,-82.74,74.58,bracket,99.23
0,B00536,4595807.0,218.92,64.87,220.4,cube,94.97
1,B00536,3864522.0,-136.83,71.07,206.66,bracket,95.34
2,B00536,5704551.0,-5.01,60.04,264.68,lattice,
3,B00536,4760211.0,57.62,-26.63,32.43,lattice,95.35
0,B00537,1720133.0,24.05,192.81,79.54,cube,
1,B00537,6730305.0,-82.31,-23.46,200.56,lattice,99.13
2,B00537,2995693.0,153.35,56.63,1.16,tensile_bar,99.15
3,B00537,1572836.0,45.32,92.9,209.98,tensile_bar,98.68
4,B00537,5193964.0,-1.35,79.44,322.48,cube,98.72
5,B00537,3521624.0,6.64,228.81,248.5,tensile_bar,99.0
0,B00538,8624495.0,93.02,192.83,56.18,tensile_bar,97.55
1,B00538,4955017.0,,-76.63,,cube,98.07
2,B00538,1898578.0,-23.7,-181.98,209.64,tensile_bar,97.92
3,B00538,1181793.0,213.42,-73.64,,tensile_bar,97.8
0,B00539,7572675.0,226.04,44.31,338.23,cube,94.71
1,B00539,5943564.0,104.46,-223.42,113.64,lattice,95.69
2,B00539,4279419.0,-163.47,,257.3,bracket,95.7
