machine_id,timestamp,oxygen_ppm,gas_flow_rate_l_min,build_plate_temperature_deg_c
M000,2025-04-20 19:48:12.350166,96.0,7.18,398.1
M002,2025-04-20 19:50:21.362002,89.0,7.94,99.8
M001,2025-04-20 19:56:14.667215,37.0,6.66,201.2
M000,2025-04-20 20:03:12.350166,128.0,7.14,398.0
M002,2025-04-20 20:05:21.362002,104.0,7.32,98.3
M001,2025-04-20 20:11:14.667215,66.0,6.49,199.6
M000,2025-04-20 20:18:12.350166,102.0,6.88,400.8
M002,2025-04-20 20:20:21.362002,112.0,7.62,100.7
M001,2025-04-20 20:26:14.667215,34.0,6.57,203.8
M000,2025-04-20 20:33:12.350166,,6.46,403.5
M002,2025-04-20 20:35:21.362002,96.0,7.48,97.0
M001,2025-04-20 20:41:14.667215,71.0,6.37,198.3
M000,2025-04-20 20:48:12.350166,74.0,6.71,
M002,2025-04-20 20:50:21.362002,116.0,7.56,100.2
M001,2025-04-20 20:56:14.667215,112.0,6.69,198.4
M000,2025-04-20 21:03:12.350166,107.0,6.37,400.3
M002,2025-04-20 21:05:21.362002,111.0,7.27,100.4
M001,2025-04-20 21:11:14.667215,23.0,,
M000,2025-04-20 21:18:12.350166,115.0,6.55,399.0
M002,2025-04-20 21:20:21.362002,101.0,7.31,101.0
M001,2025-04-20 21:26:14.667215,113.0,,203.0
M000,2025-04-20 21:33:12.350166,84.0,7.01,401.2
M002,2025-04-20 21:35:21.362002,113.0,,100.1
M001,2025-04-20 21:41:14.667215,78.0,6.91,200.0
M000,2025-04-20 21:48:12.350166,125.0,6.84,401.1
M002,2025-04-20 21:50:21.362002,96.0,7.63,101.6
M001,2025-04-20 21:56:14.667215,72.0,,202.3
M000,2025-04-20 22:03:12.350166,53.0,6.87,400.9
M002,2025-04-20 22:05:21.362002,120.0,7.69,99.8
M001,2025-04-20 22:11:14.667215,0.0,6.35,199.7
M000,2025-04-20 22:18:12.350166,62.0,6.63,399.7
M002,2025-04-20 22:20:21.362002,,7.77,101.3
M001,2025-04-20 22:26:14.667215,53.0,6.61,200.8
M000,2025-04-20 22:33:12.350166,127.0,6.71,400.7
M002,2025-04-20 22:35:21.362002,116.0,7.5,101.2
M001,2025-04-20 22:41:14.667215,71.0,,197.9
M000,2025-04-20 22:48:12.350166,81.0,6.56,399.2
M002,2025-04-20 22:50:21.362002,111.0,7.2,102.1
M001,2025-04-20 22:56:14.667215,78.0,6.79,200.9
M000,2025-04-20 23:03:12.350166,109.0,6.52,398.7
M001,2025-04-20 23:11:14.667215,49.0,6.67,200.2
M000,2025-04-20 23:18:12.350166,157.0,6.37,398.6
M001,2025-04-20 23:26:14.667215,0.0,6.84,201.3
M000,2025-04-20 23:33:12.350166,164.0,6.52,397.1
M001,2025-04-20 23:41:14.667215,56.0,6.66,199.5
M000,2025-04-20 23:48:12.350166,,,399.4
M001,2025-04-20 23:56:14.667215,23.0,6.74,201.9
M000,2025-04-21 00:03:12.350166,80.0,6.4,399.8
M001,2025-04-21 00:11:14.667215,63.0,6.56,199.0
M000,2025-04-21 00:18:12.350166,151.0,,401.8
M001,2025-04-21 00:26:14.667215,7.0,6.67,199.8
M000,2025-04-21 00:33:12.350166,97.0,6.84,400.2
M001,2025-04-21 00:41:14.667215,97.0,6.69,200.5
M000,2025-04-21 00:48:12.350166,102.0,6.97,399.3
M001,2025-04-21 00:56:14.667215,74.0,,204.2
M000,2025-04-21 01:03:12.350166,88.0,6.87,403.9
M001,2025-04-21 01:11:14.667215,84.0,6.46,202.7
M000,2025-04-21 01:18:12.350166,93.0,6.69,402.1
M001,2025-04-21 01:26:14.667215,85.0,6.68,198.9
M000,2025-04-21 01:33:12.350166,91.0,6.26,401.7
M001,2025-04-21 01:41:14.667215,83.0,6.63,201.2
M000,2025-04-21 01:48:12.350166,75.0,6.59,399.2
M001,2025-04-21 01:56:14.667215,91.0,6.67,202.1
M000,2025-04-21 02:03:12.350166,137.0,6.49,401.4
M001,2025-04-21 02:11:14.667215,,6.97,197.6
M000,2025-04-21 02:18:12.350166,,6.74,399.9
M001,2025-04-21 02:26:14.667215,68.0,6.33,199.6
M000,2025-04-21 02:33:12.350166,74.0,6.59,400.1
M001,2025-04-21 02:41:14.667215,106.0,6.81,199.7
M000,2025-04-21 02:48:12.350166,99.0,,400.3
M001,2025-04-21 02:56:14.667215,106.0,6.55,200.0
M000,2025-04-21 03:03:12.350166,131.0,6.82,399.5
M001,2025-04-21 03:11:14.667215,87.0,6.74,203.4
M000,2025-04-21 03:18:12.350166,96.0,6.68,400.5
M001,2025-04-21 03:26:14.667215,100.0,,199.8
M000,2025-04-21 03:33:12.350166,87.0,6.65,401.3
M001,2025-04-21 03:41:14.667215,22.0,6.76,199.0
M000,2025-04-21 03:48:12.350166,45.0,6.61,399.2
M001,2025-04-21 03:56:14.667215,83.0,6.64,199.7
M000,2025-04-21 04:03:12.350166,96.0,,399.5
M001,2025-04-21 04:11:14.667215,71.0,6.9,200.4
M000,2025-04-21 04:18:12.350166,50.0,6.63,399.4
M001,2025-04-21 04:26:14.667215,72.0,6.7,197.6
M000,2025-04-21 04:33:12.350166,91.0,6.73,397.9
M001,2025-04-21 04:41:14.667215,97.0,6.85,
M000,2025-04-21 04:48:12.350166,44.0,6.58,401.5
M001,2025-04-21 04:56:14.667215,50.0,6.82,200.2
M000,2025-04-21 05:03:12.350166,66.0,6.59,400.0
M001,2025-04-21 05:11:14.667215,53.0,7.04,202.2
M000,2025-04-21 05:18:12.350166,70.0,6.59,398.0
M001,2025-04-21 05:26:14.667215,73.0,6.49,198.0
M000,2025-04-21 05:33:12.350166,80.0,6.62,
M001,2025-04-21 05:41:14.667215,75.0,6.62,203.2
M000,2025-04-21 05:48:12.350166,,6.81,400.6
M001,2025-04-21 05:56:14.667215,38.0,6.71,200.6
M000,2025-04-21 06:03:12.350166,91.0,6.68,
M001,2025-04-21 06:11:14.667215,116.0,6.71,201.1
M000,2025-04-21 06:18:12.350166,40.0,6.92,397.1
M001,2025-04-21 06:26:14.667215,127.0,6.88,202.6
M000,2025-04-21 06:33:12.350166,71.0,6.75,399.6
M001,2025-04-21 06:41:14.667215,77.0,6.59,201.2
M000,2025-04-21 06:48:12.350166,26.0,6.82,399.4
M001,2025-04-21 06:56:14.667215,95.0,6.37,200.9
M000,2025-04-21 07:03:12.350166,62.0,6.74,397.9
M001,2025-04-21 07:11:14.667215,52.0,6.78,198.9
M000,2025-04-21 07:18:12.350166,115.0,6.71,398.4
M001,2025-04-21 07:26:14.667215,15.0,6.82,198.1
M002,2025-04-21 07:29:37.582414,48.0,8.85,397.6
M000,2025-04-21 07:33:12.350166,159.0,6.61,399.5
M001,2025-04-21 07:41:14.667215,97.0,6.59,199.7
M002,2025-04-21 07:44:37.582414,,8.95,399.9
M000,2025-04-21 07:48:12.350166,118.0,6.7,401.3
M001,2025-04-21 07:56:14.667215,81.0,6.53,197.9
M002,2025-04-21 07:59:37.582414,57.0,8.77,400.5
M000,2025-04-21 08:03:12.350166,114.0,6.77,399.8
M001,2025-04-21 08:11:14.667215,41.0,6.77,199.4
M002,2025-04-21 08:14:37.582414,59.0,,398.1
M000,2025-04-21 08:18:12.350166,77.0,6.76,399.6
M001,2025-04-21 08:26:14.667215,115.0,6.72,199.5
M002,2025-04-21 08:29:37.582414,62.0,9.02,398.1
M000,2025-04-21 08:33:12.350166,98.0,6.62,
M001,2025-04-21 08:41:14.667215,,6.62,203.9
M002,2025-04-21 08:44:37.582414,58.0,9.3,399.6
M000,2025-04-21 08:48:12.350166,111.0,6.82,401.9
M001,2025-04-21 08:56:14.667215,113.0,6.87,197.2
M002,2025-04-21 08:59:37.582414,68.0,9.12,399.7
M000,2025-04-21 09:03:12.350166,110.0,6.83,400.8
M001,2025-04-21 09:11:14.667215,92.0,6.65,201.0
M002,2025-04-21 09:14:37.582414,62.0,9.15,400.0
M000,2025-04-21 09:18:12.350166,70.0,6.83,399.8
M001,2025-04-21 09:26:14.667215,54.0,6.43,199.2
M002,2025-04-21 09:29:37.582414,51.0,9.22,400.9
M000,2025-04-21 09:33:12.350166,62.0,6.79,400.6
M001,2025-04-21 09:41:14.667215,59.0,6.84,202.3
M002,2025-04-21 09:44:37.582414,47.0,8.98,400.5
M000,2025-04-21 09:48:12.350166,72.0,6.61,401.3
M001,2025-04-21 09:56:14.667215,53.0,6.27,200.3
M002,2025-04-21 09:59:37.582414,73.0,9.0,
M000,2025-04-21 10:03:12.350166,91.0,,400.2
M001,2025-04-21 10:11:14.667215,81.0,6.8,199.3
M002,2025-04-21 10:14:37.582414,68.0,8.84,402.6
M000,2025-04-21 10:18:12.350166,,6.68,400.2
M001,2025-04-21 10:26:14.667215,96.0,6.73,200.0
M002,2025-04-21 10:29:37.582414,76.0,8.98,400.1
M000,2025-04-21 10:33:12.350166,91.0,,403.6
M001,2025-04-21 10:41:14.667215,84.0,6.95,199.2
M002,2025-04-21 10:44:37.582414,65.0,9.3,399.5
M000,2025-04-21 10:48:12.350166,88.0,6.57,401.8
M001,2025-04-21 10:56:14.667215,127.0,,200.9
M002,2025-04-21 10:59:37.582414,80.0,9.34,399.1
M000,2025-04-21 11:03:12.350166,,6.88,397.6
M001,2025-04-21 11:11:14.667215,46.0,,201.5
M002,2025-04-21 11:14:37.582414,69.0,8.83,399.2
M000,2025-04-21 11:18:12.350166,158.0,6.54,397.7
M001,2025-04-21 11:26:14.667215,70.0,6.88,201.2
M002,2025-04-21 11:29:37.582414,,8.99,400.0
M000,2025-04-21 11:33:12.350166,146.0,6.71,399.3
M001,2025-04-21 11:41:14.667215,86.0,6.46,201.6
M002,2025-04-21 11:44:37.582414,58.0,8.87,400.5
M000,2025-04-21 11:48:12.350166,90.0,,399.7
M001,2025-04-21 11:56:14.667215,78.0,6.56,197.6
M002,2025-04-21 11:59:37.582414,76.0,9.48,398.6
M000,2025-04-21 12:03:12.350166,131.0,6.36,
M001,2025-04-21 12:11:14.667215,,6.71,199.0
M002,2025-04-21 12:14:37.582414,79.0,,399.2
M000,2025-04-21 12:18:12.350166,72.0,6.69,400.5
M001,2025-04-21 12:26:14.667215,49.0,6.66,198.5
M002,2025-04-21 12:29:37.582414,66.0,,399.0
M000,2025-04-21 12:33:12.350166,56.0,6.35,399.6
M001,2025-04-21 12:41:14.667215,59.0,6.87,202.8
M002,2025-04-21 12:44:37.582414,67.0,9.16,399.9
M000,2025-04-21 12:48:12.350166,78.0,6.97,401.7
M001,2025-04-21 12:56:14.667215,37.0,6.37,202.2
M002,2025-04-21 12:59:37.582414,65.0,9.16,
M000,2025-04-21 13:03:12.350166,87.0,6.45,399.9
M001,2025-04-21 13:11:14.667215,69.0,6.79,199.5
M002,2025-04-21 13:14:37.582414,53.0,,401.5
M000,2025-04-21 13:18:12.350166,92.0,6.81,402.6
M001,2025-04-21 13:26:14.667215,90.0,6.47,202.2
M002,2025-04-21 13:29:37.582414,77.0,9.15,401.2
M000,2025-04-21 13:33:12.350166,139.0,6.48,401.8
M001,2025-04-21 13:41:14.667215,63.0,6.62,198.3
M002,2025-04-21 13:44:37.582414,73.0,8.54,398.6
M000,2025-04-21 13:48:12.350166,94.0,7.19,400.7
M001,2025-04-21 13:56:14.667215,49.0,6.66,200.4
M002,2025-04-21 13:59:37.582414,49.0,9.03,398.4
M000,2025-04-21 14:03:12.350166,116.0,6.94,400.5
M001,2025-04-21 14:11:14.667215,119.0,6.33,199.2
M002,2025-04-21 14:14:37.582414,74.0,9.56,398.9
M000,2025-04-21 14:18:12.350166,94.0,6.77,398.0
M001,2025-04-21 14:26:14.667215,124.0,6.62,201.4
M002,2025-04-21 14:29:37.582414,74.0,,399.9
M000,2025-04-21 14:33:12.350166,82.0,6.96,402.7
M001,2025-04-21 14:41:14.667215,67.0,,198.5
M002,2025-04-21 14:44:37.582414,54.0,8.86,401.2
M000,2025-04-21 14:48:12.350166,,6.72,398.8
M001,2025-04-21 14:56:14.667215,42.0,,199.8
M002,2025-04-21 14:59:37.582414,80.0,9.2,399.9
M000,2025-04-21 15:03:12.350166,91.0,6.7,401.3
M001,2025-04-21 15:11:14.667215,65.0,6.92,198.1
M002,2025-04-21 15:14:37.582414,,8.98,398.0
M000,2025-04-21 15:18:12.350166,94.0,7.01,397.5
M001,2025-04-21 15:26:14.667215,107.0,,197.0
M002,2025-04-21 15:29:37.582414,57.0,8.91,398.6
M000,2025-04-21 15:33:12.350166,98.0,6.76,399.8
M001,2025-04-21 15:41:14.667215,61.0,6.35,198.6
M002,2025-04-21 15:44:37.582414,63.0,9.48,401.1
M000,2025-04-21 15:48:12.350166,74.0,6.84,398.2
M001,2025-04-21 15:56:14.667215,94.0,6.81,201.7
M002,2025-04-21 15:59:37.582414,59.0,9.11,399.2
M000,2025-04-21 16:03:12.350166,94.0,6.93,399.9
M001,2025-04-21 16:11:14.667215,112.0,6.46,201.5
M002,2025-04-21 16:14:37.582414,80.0,9.13,401.2
M000,2025-04-21 16:18:12.350166,,6.5,400.7
M001,2025-04-21 16:26:14.667215,134.0,6.51,199.3
M002,2025-04-21 16:29:37.582414,55.0,9.0,
M000,2025-04-21 16:33:12.350166,92.0,6.58,401.8
M001,2025-04-21 16:41:14.667215,116.0,6.76,201.8
M002,2025-04-21 16:44:37.582414,33.0,,400.7
M000,2025-04-21 16:48:12.350166,92.0,,398.6
M001,2025-04-21 16:56:14.667215,16.0,,199.8
M002,2025-04-21 16:59:37.582414,54.0,9.08,402.8
M000,2025-04-21 17:03:12.350166,90.0,6.82,398.7
M001,2025-04-21 17:11:14.667215,46.0,7.15,201.8
M002,2025-04-21 17:14:37.582414,61.0,9.16,396.8
M000,2025-04-21 17:18:12.350166,105.0,,402.8
M001,2025-04-21 17:26:14.667215,40.0,6.69,201.0
M002,2025-04-21 17:29:37.582414,,,399.6
M000,2025-04-21 17:33:12.350166,98.0,6.89,399.3
M001,2025-04-21 17:41:14.667215,76.0,6.65,197.3
M002,2025-04-21 17:44:37.582414,76.0,,399.7
M000,2025-04-21 17:48:12.350166,67.0,7.16,400.3
M001,2025-04-21 17:56:14.667215,110.0,6.36,200.7
M002,2025-04-21 17:59:37.582414,49.0,9.37,397.8
M000,2025-04-21 18:03:12.350166,92.0,6.41,399.0
M001,2025-04-21 18:11:14.667215,51.0,6.52,199.4
M002,2025-04-21 18:14:37.582414,50.0,9.26,400.0
M000,2025-04-21 18:18:12.350166,80.0,6.4,399.2
M001,2025-04-21 18:26:14.667215,139.0,6.67,198.7
M002,2025-04-21 18:29:37.582414,61.0,9.04,399.6
M000,2025-04-21 18:33:12.350166,62.0,6.42,402.8
M001,2025-04-21 18:41:14.667215,102.0,6.91,199.6
M002,2025-04-21 18:44:37.582414,,8.69,398.8
M000,2025-04-21 18:48:12.350166,51.0,,401.3
M001,2025-04-21 18:56:14.667215,82.0,7.05,202.0
M002,2025-04-21 18:59:37.582414,74.0,8.96,399.3
M000,2025-04-21 19:03:12.350166,87.0,6.74,400.6
M001,2025-04-21 19:11:14.667215,94.0,6.71,198.8
M002,2025-04-21 19:14:37.582414,63.0,8.98,401.8
M000,2025-04-21 19:18:12.350166,100.0,6.7,398.7
M001,2025-04-21 19:26:14.667215,36.0,6.72,197.8
M002,2025-04-21 19:29:37.582414,51.0,8.74,401.3
M000,2025-04-21 19:33:12.350166,,6.66,399.7
M001,2025-04-21 19:41:14.667215,120.0,,199.9
M002,2025-04-21 19:44:37.582414,52.0,,400.4
M000,2025-04-21 19:48:12.350166,58.0,6.86,398.5
M001,2025-04-21 19:56:14.667215,86.0,6.9,200.5
M002,2025-04-21 19:59:37.582414,52.0,9.08,399.7
M000,2025-04-21 20:03:12.350166,131.0,6.59,398.9
M001,2025-04-21 20:11:14.667215,38.0,6.55,200.7
M002,2025-04-21 20:14:37.582414,59.0,9.09,400.3
M000,2025-04-21 20:18:12.350166,85.0,,399.7
M001,2025-04-21 20:26:14.667215,99.0,6.59,198.2
M002,2025-04-21 20:29:37.582414,48.0,8.84,403.4
M000,2025-04-21 20:33:12.350166,70.0,6.7,400.4
M001,2025-04-21 20:41:14.667215,0.0,6.9,198.8
M002,2025-04-21 20:44:37.582414,53.0,8.99,400.8
M000,2025-04-21 20:48:12.350166,127.0,6.45,402.0
M001,2025-04-21 20:56:14.667215,131.0,,201.3
M002,2025-04-21 20:59:37.582414,67.0,9.22,400.8
M000,2025-04-21 21:03:12.350166,87.0,6.76,397.8
M001,2025-04-21 21:11:14.667215,15.0,,200.4
M002,2025-04-21 21:14:37.582414,50.0,9.23,397.5
M000,2025-04-21 21:18:12.350166,86.0,6.72,402.0
M001,2025-04-21 21:26:14.667215,107.0,6.54,198.7
M002,2025-04-21 21:29:37.582414,62.0,9.41,400.4
M000,2025-04-21 21:33:12.350166,132.0,6.76,400.4
M001,2025-04-21 21:41:14.667215,,6.55,198.8
M002,2025-04-21 21:44:37.582414,54.0,9.15,401.4
M000,2025-04-21 21:48:12.350166,160.0,6.72,400.6
M001,2025-04-21 21:56:14.667215,121.0,,199.1
M002,2025-04-21 21:59:37.582414,63.0,9.16,399.7
M000,2025-04-21 22:03:12.350166,123.0,6.43,400.1
M001,2025-04-21 22:11:14.667215,80.0,6.89,200.8
M002,2025-04-21 22:14:37.582414,,9.21,399.1
M000,2025-04-21 22:18:12.350166,88.0,6.97,401.3
M001,2025-04-21 22:26:14.667215,46.0,6.61,198.4
M002,2025-04-21 22:29:37.582414,70.0,9.27,398.3
M000,2025-04-21 22:33:12.350166,110.0,6.67,399.8
M001,2025-04-21 22:41:14.667215,132.0,6.62,201.6
M002,2025-04-21 22:44:37.582414,70.0,8.94,397.8
M000,2025-04-21 22:48:12.350166,80.0,6.83,399.6
M001,2025-04-21 22:56:14.667215,47.0,6.8,202.1
M002,2025-04-21 22:59:37.582414,70.0,8.91,401.7
M000,2025-04-21 23:03:12.350166,92.0,6.57,398.9
M001,2025-04-21 23:11:14.667215,34.0,6.35,198.9
M002,2025-04-21 23:14:37.582414,53.0,9.24,399.7
M000,2025-04-21 23:18:12.350166,90.0,6.8,398.2
M001,2025-04-21 23:26:14.667215,139.0,6.66,200.3
M002,2025-04-21 23:29:37.582414,52.0,9.39,399.2
M000,2025-04-21 23:33:12.350166,135.0,6.72,401.9
M001,2025-04-21 23:41:14.667215,,6.8,199.7
M002,2025-04-21 23:44:37.582414,68.0,8.99,400.8
M000,2025-04-21 23:48:12.350166,127.0,,398.5
M001,2025-04-21 23:56:14.667215,50.0,6.7,200.2
M002,2025-04-21 23:59:37.582414,58.0,9.13,400.8
M000,2025-04-22 00:03:12.350166,35.0,6.85,398.5
M001,2025-04-22 00:11:14.667215,35.0,6.66,198.1
M002,2025-04-22 00:14:37.582414,83.0,9.16,400.4
M000,2025-04-22 00:18:12.350166,,6.95,399.1
M001,2025-04-22 00:26:14.667215,77.0,7.06,201.0
M002,2025-04-22 00:29:37.582414,62.0,9.21,399.0
M000,2025-04-22 00:33:12.350166,88.0,6.83,398.4
M001,2025-04-22 00:41:14.667215,68.0,6.98,201.8
M002,2025-04-22 00:44:37.582414,61.0,9.17,400.1
M000,2025-04-22 00:48:12.350166,17.0,6.64,398.4
M001,2025-04-22 00:56:14.667215,46.0,6.56,199.8
M002,2025-04-22 00:59:37.582414,58.0,,400.6
M001,2025-04-22 01:11:14.667215,90.0,6.41,200.8
M002,2025-04-22 01:14:37.582414,62.0,9.3,400.0
M001,2025-04-22 01:26:14.667215,68.0,6.8,200.6
M002,2025-04-22 01:29:37.582414,74.0,,398.7
M001,2025-04-22 01:41:14.667215,96.0,,199.3
M002,2025-04-22 01:44:37.582414,57.0,9.1,396.4
M001,2025-04-22 01:56:14.667215,35.0,6.63,199.0
M002,2025-04-22 01:59:37.582414,62.0,9.16,398.0
M001,2025-04-22 02:11:14.667215,19.0,6.58,201.3
M002,2025-04-22 02:14:37.582414,45.0,,399.1
M001,2025-04-22 02:26:14.667215,88.0,6.86,199.9
M002,2025-04-22 02:29:37.582414,,8.87,402.5
M001,2025-04-22 02:41:14.667215,25.0,6.61,199.6
M002,2025-04-22 02:44:37.582414,62.0,9.06,397.0
M001,2025-04-22 02:56:14.667215,141.0,6.63,197.4
M002,2025-04-22 02:59:37.582414,72.0,8.93,398.7
M001,2025-04-22 03:11:14.667215,94.0,6.41,199.6
M002,2025-04-22 03:14:37.582414,72.0,9.08,398.7
M001,2025-04-22 03:26:14.667215,75.0,6.69,200.5
M002,2025-04-22 03:29:37.582414,70.0,8.98,
M001,2025-04-22 03:41:14.667215,12.0,7.07,201.2
M002,2025-04-22 03:44:37.582414,50.0,8.9,404.1
M001,2025-04-22 03:56:14.667215,87.0,6.69,200.4
M002,2025-04-22 03:59:37.582414,54.0,,402.0
M001,2025-04-22 04:11:14.667215,36.0,6.36,199.1
M002,2025-04-22 04:14:37.582414,76.0,9.08,397.4
M001,2025-04-22 04:26:14.667215,63.0,,199.0
M002,2025-04-22 04:29:37.582414,,9.27,396.7
M001,2025-04-22 04:41:14.667215,0.0,6.66,198.6
M002,2025-04-22 04:44:37.582414,,9.12,402.2
M001,2025-04-22 04:56:14.667215,119.0,6.91,202.4
M002,2025-04-22 04:59:37.582414,61.0,9.08,398.3
M001,2025-04-22 05:11:14.667215,70.0,6.75,199.2
M002,2025-04-22 05:14:37.582414,78.0,9.42,401.2
M001,2025-04-22 05:26:14.667215,87.0,6.82,201.3
M002,2025-04-22 05:29:37.582414,63.0,9.22,401.6
M001,2025-04-22 05:41:14.667215,0.0,6.37,198.1
M002,2025-04-22 05:44:37.582414,59.0,9.49,398.2
M001,2025-04-22 05:56:14.667215,84.0,,198.1
M002,2025-04-22 05:59:37.582414,73.0,8.91,402.0
M001,2025-04-22 06:11:14.667215,136.0,6.71,197.1
M002,2025-04-22 06:14:37.582414,66.0,9.24,400.6
M001,2025-04-22 06:26:14.667215,52.0,6.8,200.4
M002,2025-04-22 06:29:37.582414,57.0,9.38,399.6
M001,2025-04-22 06:41:14.667215,61.0,6.85,200.2
M002,2025-04-22 06:44:37.582414,64.0,,398.6
M001,2025-04-22 06:56:14.667215,140.0,6.62,200.4
M002,2025-04-22 06:59:37.582414,62.0,8.97,399.9
M001,2025-04-22 07:11:14.667215,74.0,6.66,200.9
M002,2025-04-22 07:14:37.582414,63.0,8.94,400.2
M001,2025-04-22 07:26:14.667215,87.0,6.48,202.2
M002,2025-04-22 07:29:37.582414,67.0,8.94,401.0
M001,2025-04-22 07:41:14.667215,63.0,,198.5
M002,2025-04-22 07:44:37.582414,65.0,9.13,399.9
M001,2025-04-22 07:56:14.667215,46.0,6.7,199.4
M002,2025-04-22 07:59:37.582414,41.0,9.13,400.4
M001,2025-04-22 08:11:14.667215,58.0,6.4,200.5
M002,2025-04-22 08:14:37.582414,54.0,,399.8
M001,2025-04-22 08:26:14.667215,42.0,6.75,199.9
M002,2025-04-22 08:29:37.582414,66.0,9.26,400.4
M001,2025-04-22 08:41:14.667215,39.0,7.0,201.7
M002,2025-04-22 08:44:37.582414,63.0,9.18,399.3
M001,2025-04-22 08:56:14.667215,,6.72,
M002,2025-04-22 08:59:37.582414,48.0,8.71,398.4
M001,2025-04-22 09:11:14.667215,70.0,6.9,201.9
M002,2025-04-22 09:14:37.582414,65.0,9.41,399.7
M000,2025-04-22 09:25:35.264128,107.0,7.45,150.5
M001,2025-04-22 09:26:14.667215,48.0,6.14,199.3
M002,2025-04-22 09:29:37.582414,63.0,8.77,399.6
M000,2025-04-22 09:40:35.264128,111.0,7.07,150.5
M001,2025-04-22 09:41:14.667215,95.0,6.67,198.9
M002,2025-04-22 09:44:37.582414,56.0,8.94,397.6
M000,2025-04-22 09:55:35.264128,94.0,,149.7
M001,2025-04-22 09:56:14.667215,91.0,6.91,201.6
M002,2025-04-22 09:59:37.582414,63.0,9.02,399.5
M000,2025-04-22 10:10:35.264128,101.0,7.06,150.7
M001,2025-04-22 10:11:14.667215,49.0,6.75,202.6
M002,2025-04-22 10:14:37.582414,79.0,9.45,397.3
M000,2025-04-22 10:25:35.264128,89.0,7.23,150.7
M001,2025-04-22 10:26:14.667215,87.0,6.68,197.1
M002,2025-04-22 10:29:37.582414,57.0,9.07,400.9
M000,2025-04-22 10:40:35.264128,119.0,7.0,151.0
M001,2025-04-22 10:41:14.667215,113.0,,199.2
M002,2025-04-22 10:44:37.582414,66.0,8.82,400.4
M000,2025-04-22 10:55:35.264128,67.0,7.38,150.6
M001,2025-04-22 10:56:14.667215,,6.38,202.0
M002,2025-04-22 10:59:37.582414,54.0,9.07,398.7
M000,2025-04-22 11:10:35.264128,80.0,7.46,149.7
M001,2025-04-22 11:11:14.667215,72.0,6.8,199.4
M002,2025-04-22 11:14:37.582414,60.0,,400.4
M000,2025-04-22 11:25:35.264128,94.0,7.03,149.6
M001,2025-04-22 11:26:14.667215,83.0,,202.9
M002,2025-04-22 11:29:37.582414,56.0,,401.0
M000,2025-04-22 11:40:35.264128,56.0,,148.7
M002,2025-04-22 11:44:37.582414,49.0,,400.6
M000,2025-04-22 11:55:35.264128,102.0,6.9,
M002,2025-04-22 11:59:37.582414,53.0,9.31,399.7
M000,2025-04-22 12:10:35.264128,88.0,7.37,154.1
M002,2025-04-22 12:14:37.582414,49.0,8.99,398.6
M000,2025-04-22 12:25:35.264128,124.0,7.42,150.8
M002,2025-04-22 12:29:37.582414,72.0,9.38,400.0
M000,2025-04-22 12:40:35.264128,44.0,7.09,150.3
M002,2025-04-22 12:44:37.582414,53.0,9.02,399.3
M000,2025-04-22 12:55:35.264128,76.0,7.03,149.5
M002,2025-04-22 12:59:37.582414,54.0,,401.1
M000,2025-04-22 13:10:35.264128,55.0,7.12,150.7
M002,2025-04-22 13:14:37.582414,66.0,,399.8
M000,2025-04-22 13:25:35.264128,84.0,6.67,151.8
M002,2025-04-22 13:29:37.582414,59.0,9.07,401.6
M000,2025-04-22 13:40:35.264128,70.0,7.09,149.6
M002,2025-04-22 13:44:37.582414,58.0,9.24,401.9
M000,2025-04-22 13:55:35.264128,94.0,7.2,148.1
M002,2025-04-22 13:59:37.582414,,8.7,398.4
M000,2025-04-22 14:10:35.264128,96.0,7.63,153.8
M002,2025-04-22 14:14:37.582414,49.0,8.68,400.0
M000,2025-04-22 14:25:35.264128,0.0,7.17,151.9
M002,2025-04-22 14:29:37.582414,58.0,9.25,399.3
M000,2025-04-22 14:40:35.264128,105.0,7.33,150.7
M002,2025-04-22 14:44:37.582414,84.0,9.13,400.1
M000,2025-04-22 14:55:35.264128,102.0,7.05,
M002,2025-04-22 14:59:37.582414,52.0,8.8,400.3
M000,2025-04-22 15:10:35.264128,82.0,7.25,
M002,2025-04-22 15:14:37.582414,61.0,9.22,402.2
M000,2025-04-22 15:25:35.264128,97.0,7.29,150.1
M002,2025-04-22 15:29:37.582414,66.0,9.06,400.1
M000,2025-04-22 15:40:35.264128,86.0,,153.0
M002,2025-04-22 15:44:37.582414,61.0,8.73,398.3
M000,2025-04-22 15:55:35.264128,52.0,6.64,149.1
M002,2025-04-22 15:59:37.582414,59.0,8.9,397.8
M000,2025-04-22 16:10:35.264128,111.0,7.44,149.6
M002,2025-04-22 16:14:37.582414,55.0,9.22,401.7
M000,2025-04-22 16:25:35.264128,117.0,6.93,151.2
M002,2025-04-22 16:29:37.582414,51.0,8.99,396.4
M001,2025-04-22 16:35:29.842366,100.0,,400.4
M000,2025-04-22 16:40:35.264128,72.0,7.34,149.3
M002,2025-04-22 16:44:37.582414,58.0,9.11,398.3
M001,2025-04-22 16:50:29.842366,140.0,7.38,401.3
M000,2025-04-22 16:55:35.264128,90.0,7.26,149.4
M002,2025-04-22 16:59:37.582414,,8.97,398.6
M001,2025-04-22 17:05:29.842366,110.0,7.44,400.1
M000,2025-04-22 17:10:35.264128,52.0,7.27,149.3
M002,2025-04-22 17:14:37.582414,59.0,9.08,399.8
